x_exp_width,x_man_width,x_row,x_col,x_row_depth,x_col_depth,w_exp_width,w_man_width,latency_min,latency_max,clock_period,bram,dsp,ff,lut,uram,
1,1,3,1,8,8,1,1,74,74,2.607,0,6,502,719,0,
1,2,3,1,8,8,1,2,74,74,2.607,0,6,505,719,0,
1,3,3,1,8,8,1,3,74,74,2.607,0,6,508,719,0,
1,4,3,1,8,8,1,4,74,74,2.607,0,6,511,719,0,
1,5,3,1,8,8,1,5,74,74,2.607,0,6,514,719,0,
1,6,3,1,8,8,1,6,74,74,2.607,0,6,517,719,0,
1,7,3,1,8,8,1,7,74,74,2.607,0,6,520,719,0,
1,8,3,1,8,8,1,8,74,74,2.607,0,6,523,719,0,
2,1,3,1,8,8,2,1,74,74,2.607,0,6,503,719,0,
2,2,3,1,8,8,2,2,74,74,2.607,0,6,506,719,0,
2,3,3,1,8,8,2,3,74,74,2.607,0,6,509,719,0,
2,4,3,1,8,8,2,4,74,74,2.607,0,6,512,719,0,
2,5,3,1,8,8,2,5,74,74,2.607,0,6,515,719,0,
2,6,3,1,8,8,2,6,74,74,2.607,0,6,518,719,0,
2,7,3,1,8,8,2,7,74,74,2.607,0,6,521,719,0,
2,8,3,1,8,8,2,8,74,74,2.607,0,6,524,719,0,
3,1,3,1,8,8,3,1,74,74,2.607,0,6,504,719,0,
3,2,3,1,8,8,3,2,74,74,2.607,0,6,507,719,0,
3,3,3,1,8,8,3,3,74,74,2.607,0,6,510,719,0,
3,4,3,1,8,8,3,4,74,74,2.607,0,6,513,719,0,
3,5,3,1,8,8,3,5,74,74,2.607,0,6,516,719,0,
3,6,3,1,8,8,3,6,74,74,2.607,0,6,519,719,0,
3,7,3,1,8,8,3,7,74,74,2.607,0,6,522,719,0,
3,8,3,1,8,8,3,8,74,74,2.607,0,6,525,719,0,
4,1,3,1,8,8,4,1,74,74,2.607,0,6,505,719,0,
4,2,3,1,8,8,4,2,74,74,2.607,0,6,508,719,0,
4,3,3,1,8,8,4,3,74,74,2.607,0,6,511,719,0,
4,4,3,1,8,8,4,4,74,74,2.607,0,6,514,719,0,
4,5,3,1,8,8,4,5,74,74,2.607,0,6,517,719,0,
4,6,3,1,8,8,4,6,74,74,2.607,0,6,520,719,0,
4,7,3,1,8,8,4,7,74,74,2.607,0,6,523,719,0,
4,8,3,1,8,8,4,8,74,74,2.607,0,6,526,719,0,
5,1,3,1,8,8,5,1,74,74,2.607,0,6,506,719,0,
5,2,3,1,8,8,5,2,74,74,2.607,0,6,509,719,0,
5,3,3,1,8,8,5,3,74,74,2.607,0,6,512,719,0,
5,4,3,1,8,8,5,4,74,74,2.607,0,6,515,719,0,
5,5,3,1,8,8,5,5,74,74,2.607,0,6,518,719,0,
5,6,3,1,8,8,5,6,74,74,2.607,0,6,521,719,0,
5,7,3,1,8,8,5,7,74,74,2.607,0,6,524,719,0,
5,8,3,1,8,8,5,8,74,74,2.607,0,6,527,719,0,
6,1,3,1,8,8,6,1,76,76,2.342,0,6,1143,694,0,
6,2,3,1,8,8,6,2,76,76,2.342,0,6,1146,694,0,
6,3,3,1,8,8,6,3,76,76,2.342,0,6,1149,694,0,
6,4,3,1,8,8,6,4,76,76,2.342,0,6,1152,694,0,
6,5,3,1,8,8,6,5,76,76,2.342,0,6,1155,694,0,
6,6,3,1,8,8,6,6,76,76,2.342,0,6,1158,694,0,
6,7,3,1,8,8,6,7,76,76,2.342,0,6,1161,694,0,
6,8,3,1,8,8,6,8,76,76,2.342,0,6,1164,694,0,
7,1,3,1,8,8,7,1,76,76,2.342,0,6,1144,694,0,
7,2,3,1,8,8,7,2,76,76,2.342,0,6,1147,694,0,
7,3,3,1,8,8,7,3,76,76,2.342,0,6,1150,694,0,
7,4,3,1,8,8,7,4,76,76,2.342,0,6,1153,694,0,
7,5,3,1,8,8,7,5,76,76,2.342,0,6,1156,694,0,
7,6,3,1,8,8,7,6,76,76,2.342,0,6,1159,694,0,
7,7,3,1,8,8,7,7,76,76,2.342,0,6,1162,694,0,
7,8,3,1,8,8,7,8,76,76,2.342,0,6,1165,694,0,
8,1,3,1,8,8,8,1,76,76,2.342,0,6,1145,694,0,
8,2,3,1,8,8,8,2,76,76,2.342,0,6,1148,694,0,
8,3,3,1,8,8,8,3,76,76,2.342,0,6,1151,694,0,
8,4,3,1,8,8,8,4,76,76,2.342,0,6,1154,694,0,
8,5,3,1,8,8,8,5,76,76,2.342,0,6,1157,694,0,
8,6,3,1,8,8,8,6,76,76,2.342,0,6,1160,694,0,
8,7,3,1,8,8,8,7,76,76,2.342,0,6,1163,694,0,
8,8,3,1,8,8,8,8,76,76,2.342,0,6,1166,694,0,
1,1,3,2,8,8,1,1,75,75,2.75,0,12,1033,1355,0,
1,2,3,2,8,8,1,2,75,75,2.75,0,12,1042,1355,0,
1,3,3,2,8,8,1,3,75,75,2.75,0,12,1051,1355,0,
1,4,3,2,8,8,1,4,75,75,2.75,0,12,1060,1355,0,
1,5,3,2,8,8,1,5,75,75,2.75,0,12,1069,1355,0,
1,6,3,2,8,8,1,6,75,75,2.75,0,12,1078,1355,0,
1,7,3,2,8,8,1,7,75,75,2.75,0,12,1087,1355,0,
1,8,3,2,8,8,1,8,75,75,2.75,0,12,1096,1355,0,
2,1,3,2,8,8,2,1,75,75,2.75,0,12,1035,1355,0,
2,2,3,2,8,8,2,2,75,75,2.75,0,12,1044,1355,0,
2,3,3,2,8,8,2,3,75,75,2.75,0,12,1053,1355,0,
2,4,3,2,8,8,2,4,75,75,2.75,0,12,1062,1355,0,
2,5,3,2,8,8,2,5,75,75,2.75,0,12,1071,1355,0,
2,6,3,2,8,8,2,6,75,75,2.75,0,12,1080,1355,0,
2,7,3,2,8,8,2,7,75,75,2.75,0,12,1089,1355,0,
2,8,3,2,8,8,2,8,75,75,2.75,0,12,1098,1355,0,
3,1,3,2,8,8,3,1,75,75,2.75,0,12,1037,1355,0,
3,2,3,2,8,8,3,2,75,75,2.75,0,12,1046,1355,0,
3,3,3,2,8,8,3,3,75,75,2.75,0,12,1055,1355,0,
3,4,3,2,8,8,3,4,75,75,2.75,0,12,1064,1355,0,
3,5,3,2,8,8,3,5,75,75,2.75,0,12,1073,1355,0,
3,6,3,2,8,8,3,6,75,75,2.75,0,12,1082,1355,0,
3,7,3,2,8,8,3,7,75,75,2.75,0,12,1091,1355,0,
3,8,3,2,8,8,3,8,75,75,2.75,0,12,1100,1355,0,
4,1,3,2,8,8,4,1,75,75,2.75,0,12,1039,1355,0,
4,2,3,2,8,8,4,2,75,75,2.75,0,12,1048,1355,0,
4,3,3,2,8,8,4,3,75,75,2.75,0,12,1057,1355,0,
4,4,3,2,8,8,4,4,75,75,2.75,0,12,1066,1355,0,
4,5,3,2,8,8,4,5,75,75,2.75,0,12,1075,1355,0,
4,6,3,2,8,8,4,6,75,75,2.75,0,12,1084,1355,0,
4,7,3,2,8,8,4,7,75,75,2.75,0,12,1093,1355,0,
4,8,3,2,8,8,4,8,75,75,2.75,0,12,1102,1355,0,
5,1,3,2,8,8,5,1,75,75,2.75,0,12,1041,1355,0,
5,2,3,2,8,8,5,2,75,75,2.75,0,12,1050,1355,0,
5,3,3,2,8,8,5,3,75,75,2.75,0,12,1059,1355,0,
5,4,3,2,8,8,5,4,75,75,2.75,0,12,1068,1355,0,
5,5,3,2,8,8,5,5,75,75,2.75,0,12,1077,1355,0,
5,6,3,2,8,8,5,6,75,75,2.75,0,12,1086,1355,0,
5,7,3,2,8,8,5,7,75,75,2.75,0,12,1095,1355,0,
5,8,3,2,8,8,5,8,75,75,2.75,0,12,1104,1355,0,
6,1,3,2,8,8,6,1,76,76,2.342,0,12,2250,1288,0,
6,2,3,2,8,8,6,2,76,76,2.342,0,12,2256,1288,0,
6,3,3,2,8,8,6,3,76,76,2.342,0,12,2262,1288,0,
6,4,3,2,8,8,6,4,76,76,2.342,0,12,2268,1288,0,
6,5,3,2,8,8,6,5,76,76,2.342,0,12,2274,1288,0,
6,6,3,2,8,8,6,6,76,76,2.342,0,12,2280,1288,0,
6,7,3,2,8,8,6,7,76,76,2.342,0,12,2286,1288,0,
6,8,3,2,8,8,6,8,76,76,2.342,0,12,2292,1288,0,
7,1,3,2,8,8,7,1,76,76,2.342,0,12,2251,1288,0,
7,2,3,2,8,8,7,2,76,76,2.342,0,12,2257,1288,0,
7,3,3,2,8,8,7,3,76,76,2.342,0,12,2263,1288,0,
7,4,3,2,8,8,7,4,76,76,2.342,0,12,2269,1288,0,
7,5,3,2,8,8,7,5,76,76,2.342,0,12,2275,1288,0,
7,6,3,2,8,8,7,6,76,76,2.342,0,12,2281,1288,0,
7,7,3,2,8,8,7,7,76,76,2.342,0,12,2287,1288,0,
7,8,3,2,8,8,7,8,76,76,2.342,0,12,2293,1288,0,
8,1,3,2,8,8,8,1,76,76,2.342,0,12,2252,1288,0,
8,2,3,2,8,8,8,2,76,76,2.342,0,12,2258,1288,0,
8,3,3,2,8,8,8,3,76,76,2.342,0,12,2264,1288,0,
8,4,3,2,8,8,8,4,76,76,2.342,0,12,2270,1288,0,
8,5,3,2,8,8,8,5,76,76,2.342,0,12,2276,1288,0,
8,6,3,2,8,8,8,6,76,76,2.342,0,12,2282,1288,0,
8,7,3,2,8,8,8,7,76,76,2.342,0,12,2288,1288,0,
8,8,3,2,8,8,8,8,76,76,2.342,0,12,2294,1288,0,
1,1,3,3,8,8,1,1,76,76,2.75,0,18,2640,2567,0,
1,2,3,3,8,8,1,2,76,76,2.75,0,18,2651,2567,0,
1,3,3,3,8,8,1,3,76,76,2.75,0,18,2662,2567,0,
1,4,3,3,8,8,1,4,76,76,2.75,0,18,2673,2567,0,
1,5,3,3,8,8,1,5,76,76,2.75,0,18,2684,2567,0,
1,6,3,3,8,8,1,6,76,76,2.75,0,18,2695,2567,0,
1,7,3,3,8,8,1,7,76,76,2.75,0,18,2706,2567,0,
1,8,3,3,8,8,1,8,76,76,2.75,0,18,2717,2567,0,
2,1,3,3,8,8,2,1,76,76,2.75,0,18,2643,2567,0,
2,2,3,3,8,8,2,2,76,76,2.75,0,18,2654,2567,0,
2,3,3,3,8,8,2,3,76,76,2.75,0,18,2665,2567,0,
2,4,3,3,8,8,2,4,76,76,2.75,0,18,2676,2567,0,
2,5,3,3,8,8,2,5,76,76,2.75,0,18,2687,2567,0,
2,6,3,3,8,8,2,6,76,76,2.75,0,18,2698,2567,0,
2,7,3,3,8,8,2,7,76,76,2.75,0,18,2709,2567,0,
2,8,3,3,8,8,2,8,76,76,2.75,0,18,2720,2567,0,
3,1,3,3,8,8,3,1,76,76,2.75,0,18,2646,2567,0,
3,2,3,3,8,8,3,2,76,76,2.75,0,18,2657,2567,0,
3,3,3,3,8,8,3,3,76,76,2.75,0,18,2668,2567,0,
3,4,3,3,8,8,3,4,76,76,2.75,0,18,2679,2567,0,
3,5,3,3,8,8,3,5,76,76,2.75,0,18,2690,2567,0,
3,6,3,3,8,8,3,6,76,76,2.75,0,18,2701,2567,0,
3,7,3,3,8,8,3,7,76,76,2.75,0,18,2712,2567,0,
3,8,3,3,8,8,3,8,76,76,2.75,0,18,2723,2567,0,
4,1,3,3,8,8,4,1,76,76,2.75,0,18,2649,2567,0,
4,2,3,3,8,8,4,2,76,76,2.75,0,18,2660,2567,0,
4,3,3,3,8,8,4,3,76,76,2.75,0,18,2671,2567,0,
4,4,3,3,8,8,4,4,76,76,2.75,0,18,2682,2567,0,
4,5,3,3,8,8,4,5,76,76,2.75,0,18,2693,2567,0,
4,6,3,3,8,8,4,6,76,76,2.75,0,18,2704,2567,0,
4,7,3,3,8,8,4,7,76,76,2.75,0,18,2715,2567,0,
4,8,3,3,8,8,4,8,76,76,2.75,0,18,2726,2567,0,
5,1,3,3,8,8,5,1,76,76,2.75,0,18,2706,2599,0,
5,2,3,3,8,8,5,2,76,76,2.75,0,18,2717,2599,0,
5,3,3,3,8,8,5,3,76,76,2.75,0,18,2728,2599,0,
5,4,3,3,8,8,5,4,76,76,2.75,0,18,2739,2599,0,
5,5,3,3,8,8,5,5,76,76,2.75,0,18,2750,2599,0,
5,6,3,3,8,8,5,6,76,76,2.75,0,18,2761,2599,0,
5,7,3,3,8,8,5,7,76,76,2.75,0,18,2772,2599,0,
5,8,3,3,8,8,5,8,76,76,2.75,0,18,2783,2599,0,
6,1,3,3,8,8,6,1,76,76,2.342,0,18,3357,1882,0,
6,2,3,3,8,8,6,2,76,76,2.342,0,18,3366,1882,0,
6,3,3,3,8,8,6,3,76,76,2.342,0,18,3375,1882,0,
6,4,3,3,8,8,6,4,76,76,2.342,0,18,3384,1882,0,
6,5,3,3,8,8,6,5,76,76,2.342,0,18,3393,1882,0,
6,6,3,3,8,8,6,6,76,76,2.342,0,18,3402,1882,0,
6,7,3,3,8,8,6,7,76,76,2.342,0,18,3411,1882,0,
6,8,3,3,8,8,6,8,76,76,2.342,0,18,3420,1882,0,
7,1,3,3,8,8,7,1,76,76,2.342,0,18,3358,1882,0,
7,2,3,3,8,8,7,2,76,76,2.342,0,18,3367,1882,0,
7,3,3,3,8,8,7,3,76,76,2.342,0,18,3376,1882,0,
7,4,3,3,8,8,7,4,76,76,2.342,0,18,3385,1882,0,
7,5,3,3,8,8,7,5,76,76,2.342,0,18,3394,1882,0,
7,6,3,3,8,8,7,6,76,76,2.342,0,18,3403,1882,0,
7,7,3,3,8,8,7,7,76,76,2.342,0,18,3412,1882,0,
7,8,3,3,8,8,7,8,76,76,2.342,0,18,3421,1882,0,
8,1,3,3,8,8,8,1,76,76,2.342,0,18,3359,1882,0,
8,2,3,3,8,8,8,2,76,76,2.342,0,18,3368,1882,0,
8,3,3,3,8,8,8,3,76,76,2.342,0,18,3377,1882,0,
8,4,3,3,8,8,8,4,76,76,2.342,0,18,3386,1882,0,
8,5,3,3,8,8,8,5,76,76,2.342,0,18,3395,1882,0,
8,6,3,3,8,8,8,6,76,76,2.342,0,18,3404,1882,0,
8,7,3,3,8,8,8,7,76,76,2.342,0,18,3413,1882,0,
8,8,3,3,8,8,8,8,76,76,2.342,0,18,3422,1882,0,
1,1,3,4,8,8,1,1,77,77,2.678,0,24,4232,3747,0,
1,2,3,4,8,8,1,2,77,77,2.678,0,24,4247,3747,0,
1,3,3,4,8,8,1,3,77,77,2.678,0,24,4262,3747,0,
1,4,3,4,8,8,1,4,77,77,2.678,0,24,4277,3747,0,
1,5,3,4,8,8,1,5,77,77,2.678,0,24,4292,3747,0,
1,6,3,4,8,8,1,6,77,77,2.678,0,24,4307,3747,0,
1,7,3,4,8,8,1,7,77,77,2.678,0,24,4322,3747,0,
1,8,3,4,8,8,1,8,77,77,2.678,0,24,4337,3747,0,
2,1,3,4,8,8,2,1,77,77,2.678,0,24,4234,3747,0,
2,2,3,4,8,8,2,2,77,77,2.678,0,24,4249,3747,0,
2,3,3,4,8,8,2,3,77,77,2.678,0,24,4264,3747,0,
2,4,3,4,8,8,2,4,77,77,2.678,0,24,4279,3747,0,
2,5,3,4,8,8,2,5,77,77,2.678,0,24,4294,3747,0,
2,6,3,4,8,8,2,6,77,77,2.678,0,24,4309,3747,0,
2,7,3,4,8,8,2,7,77,77,2.678,0,24,4324,3747,0,
2,8,3,4,8,8,2,8,77,77,2.678,0,24,4339,3747,0,
3,1,3,4,8,8,3,1,77,77,2.678,0,24,4236,3747,0,
3,2,3,4,8,8,3,2,77,77,2.678,0,24,4251,3747,0,
3,3,3,4,8,8,3,3,77,77,2.678,0,24,4266,3747,0,
3,4,3,4,8,8,3,4,77,77,2.678,0,24,4281,3747,0,
3,5,3,4,8,8,3,5,77,77,2.678,0,24,4296,3747,0,
3,6,3,4,8,8,3,6,77,77,2.678,0,24,4311,3747,0,
3,7,3,4,8,8,3,7,77,77,2.678,0,24,4326,3747,0,
3,8,3,4,8,8,3,8,77,77,2.678,0,24,4341,3747,0,
4,1,3,4,8,8,4,1,77,77,2.678,0,24,4238,3747,0,
4,2,3,4,8,8,4,2,77,77,2.678,0,24,4253,3747,0,
4,3,3,4,8,8,4,3,77,77,2.678,0,24,4268,3747,0,
4,4,3,4,8,8,4,4,77,77,2.678,0,24,4283,3747,0,
4,5,3,4,8,8,4,5,77,77,2.678,0,24,4298,3747,0,
4,6,3,4,8,8,4,6,77,77,2.678,0,24,4313,3747,0,
4,7,3,4,8,8,4,7,77,77,2.678,0,24,4328,3747,0,
4,8,3,4,8,8,4,8,77,77,2.678,0,24,4343,3747,0,
5,1,3,4,8,8,5,1,77,77,2.678,0,24,4235,3747,0,
5,2,3,4,8,8,5,2,77,77,2.678,0,24,4250,3747,0,
5,3,3,4,8,8,5,3,77,77,2.678,0,24,4265,3747,0,
5,4,3,4,8,8,5,4,77,77,2.678,0,24,4280,3747,0,
5,5,3,4,8,8,5,5,77,77,2.678,0,24,4295,3747,0,
5,6,3,4,8,8,5,6,77,77,2.678,0,24,4310,3747,0,
5,7,3,4,8,8,5,7,77,77,2.678,0,24,4325,3747,0,
5,8,3,4,8,8,5,8,77,77,2.678,0,24,4340,3747,0,
6,1,3,4,8,8,6,1,76,76,2.342,0,24,4464,2476,0,
6,2,3,4,8,8,6,2,76,76,2.342,0,24,4476,2476,0,
6,3,3,4,8,8,6,3,76,76,2.342,0,24,4488,2476,0,
6,4,3,4,8,8,6,4,76,76,2.342,0,24,4500,2476,0,
6,5,3,4,8,8,6,5,76,76,2.342,0,24,4512,2476,0,
6,6,3,4,8,8,6,6,76,76,2.342,0,24,4524,2476,0,
6,7,3,4,8,8,6,7,76,76,2.342,0,24,4536,2476,0,
6,8,3,4,8,8,6,8,76,76,2.342,0,24,4548,2476,0,
7,1,3,4,8,8,7,1,76,76,2.342,0,24,4465,2476,0,
7,2,3,4,8,8,7,2,76,76,2.342,0,24,4477,2476,0,
7,3,3,4,8,8,7,3,76,76,2.342,0,24,4489,2476,0,
7,4,3,4,8,8,7,4,76,76,2.342,0,24,4501,2476,0,
7,5,3,4,8,8,7,5,76,76,2.342,0,24,4513,2476,0,
7,6,3,4,8,8,7,6,76,76,2.342,0,24,4525,2476,0,
7,7,3,4,8,8,7,7,76,76,2.342,0,24,4537,2476,0,
7,8,3,4,8,8,7,8,76,76,2.342,0,24,4549,2476,0,
8,1,3,4,8,8,8,1,76,76,2.342,0,24,4466,2476,0,
8,2,3,4,8,8,8,2,76,76,2.342,0,24,4478,2476,0,
8,3,3,4,8,8,8,3,76,76,2.342,0,24,4490,2476,0,
8,4,3,4,8,8,8,4,76,76,2.342,0,24,4502,2476,0,
8,5,3,4,8,8,8,5,76,76,2.342,0,24,4514,2476,0,
8,6,3,4,8,8,8,6,76,76,2.342,0,24,4526,2476,0,
8,7,3,4,8,8,8,7,76,76,2.342,0,24,4538,2476,0,
8,8,3,4,8,8,8,8,76,76,2.342,0,24,4550,2476,0,
1,1,3,5,8,8,1,1,78,78,2.678,0,30,5668,4863,0,
1,2,3,5,8,8,1,2,78,78,2.678,0,30,5685,4863,0,
1,3,3,5,8,8,1,3,78,78,2.678,0,30,5702,4863,0,
1,4,3,5,8,8,1,4,78,78,2.678,0,30,5719,4863,0,
1,5,3,5,8,8,1,5,78,78,2.678,0,30,5736,4863,0,
1,6,3,5,8,8,1,6,78,78,2.678,0,30,5753,4863,0,
1,7,3,5,8,8,1,7,78,78,2.678,0,30,5770,4863,0,
1,8,3,5,8,8,1,8,78,78,2.678,0,30,5787,4863,0,
2,1,3,5,8,8,2,1,78,78,2.678,0,30,5670,4863,0,
2,2,3,5,8,8,2,2,78,78,2.678,0,30,5687,4863,0,
2,3,3,5,8,8,2,3,78,78,2.678,0,30,5704,4863,0,
2,4,3,5,8,8,2,4,78,78,2.678,0,30,5721,4863,0,
2,5,3,5,8,8,2,5,78,78,2.678,0,30,5738,4863,0,
2,6,3,5,8,8,2,6,78,78,2.678,0,30,5755,4863,0,
2,7,3,5,8,8,2,7,78,78,2.678,0,30,5772,4863,0,
2,8,3,5,8,8,2,8,78,78,2.678,0,30,5789,4863,0,
3,1,3,5,8,8,3,1,78,78,2.678,0,30,5672,4863,0,
3,2,3,5,8,8,3,2,78,78,2.678,0,30,5689,4863,0,
3,3,3,5,8,8,3,3,78,78,2.678,0,30,5706,4863,0,
3,4,3,5,8,8,3,4,78,78,2.678,0,30,5723,4863,0,
3,5,3,5,8,8,3,5,78,78,2.678,0,30,5740,4863,0,
3,6,3,5,8,8,3,6,78,78,2.678,0,30,5757,4863,0,
3,7,3,5,8,8,3,7,78,78,2.678,0,30,5774,4863,0,
3,8,3,5,8,8,3,8,78,78,2.678,0,30,5791,4863,0,
4,1,3,5,8,8,4,1,78,78,2.678,0,30,5674,4863,0,
4,2,3,5,8,8,4,2,78,78,2.678,0,30,5691,4863,0,
4,3,3,5,8,8,4,3,78,78,2.678,0,30,5708,4863,0,
4,4,3,5,8,8,4,4,78,78,2.678,0,30,5725,4863,0,
4,5,3,5,8,8,4,5,78,78,2.678,0,30,5742,4863,0,
4,6,3,5,8,8,4,6,78,78,2.678,0,30,5759,4863,0,
4,7,3,5,8,8,4,7,78,78,2.678,0,30,5776,4863,0,
4,8,3,5,8,8,4,8,78,78,2.678,0,30,5793,4863,0,
5,1,3,5,8,8,5,1,78,78,2.678,0,30,5671,4863,0,
5,2,3,5,8,8,5,2,78,78,2.678,0,30,5688,4863,0,
5,3,3,5,8,8,5,3,78,78,2.678,0,30,5705,4863,0,
5,4,3,5,8,8,5,4,78,78,2.678,0,30,5722,4863,0,
5,5,3,5,8,8,5,5,78,78,2.678,0,30,5739,4863,0,
5,6,3,5,8,8,5,6,78,78,2.678,0,30,5756,4863,0,
5,7,3,5,8,8,5,7,78,78,2.678,0,30,5773,4863,0,
5,8,3,5,8,8,5,8,78,78,2.678,0,30,5790,4863,0,
6,1,3,5,8,8,6,1,76,76,2.342,0,30,5571,3070,0,
6,2,3,5,8,8,6,2,76,76,2.342,0,30,5586,3070,0,
6,3,3,5,8,8,6,3,76,76,2.342,0,30,5601,3070,0,
6,4,3,5,8,8,6,4,76,76,2.342,0,30,5616,3070,0,
6,5,3,5,8,8,6,5,76,76,2.342,0,30,5631,3070,0,
6,6,3,5,8,8,6,6,76,76,2.342,0,30,5646,3070,0,
6,7,3,5,8,8,6,7,76,76,2.342,0,30,5661,3070,0,
6,8,3,5,8,8,6,8,76,76,2.342,0,30,5676,3070,0,
7,1,3,5,8,8,7,1,76,76,2.342,0,30,5572,3070,0,
7,2,3,5,8,8,7,2,76,76,2.342,0,30,5587,3070,0,
7,3,3,5,8,8,7,3,76,76,2.342,0,30,5602,3070,0,
7,4,3,5,8,8,7,4,76,76,2.342,0,30,5617,3070,0,
7,5,3,5,8,8,7,5,76,76,2.342,0,30,5632,3070,0,
7,6,3,5,8,8,7,6,76,76,2.342,0,30,5647,3070,0,
7,7,3,5,8,8,7,7,76,76,2.342,0,30,5662,3070,0,
7,8,3,5,8,8,7,8,76,76,2.342,0,30,5677,3070,0,
8,1,3,5,8,8,8,1,76,76,2.342,0,30,5573,3070,0,
8,2,3,5,8,8,8,2,76,76,2.342,0,30,5588,3070,0,
8,3,3,5,8,8,8,3,76,76,2.342,0,30,5603,3070,0,
8,4,3,5,8,8,8,4,76,76,2.342,0,30,5618,3070,0,
8,5,3,5,8,8,8,5,76,76,2.342,0,30,5633,3070,0,
8,6,3,5,8,8,8,6,76,76,2.342,0,30,5648,3070,0,
8,7,3,5,8,8,8,7,76,76,2.342,0,30,5663,3070,0,
8,8,3,5,8,8,8,8,76,76,2.342,0,30,5678,3070,0,
1,1,3,6,8,8,1,1,80,80,2.75,0,36,7135,6011,0,
1,2,3,6,8,8,1,2,80,80,2.75,0,36,7155,6011,0,
1,3,3,6,8,8,1,3,80,80,2.75,0,36,7175,6011,0,
1,4,3,6,8,8,1,4,80,80,2.75,0,36,7195,6011,0,
1,5,3,6,8,8,1,5,80,80,2.75,0,36,7215,6011,0,
1,6,3,6,8,8,1,6,80,80,2.75,0,36,7235,6011,0,
1,7,3,6,8,8,1,7,80,80,2.75,0,36,7255,6011,0,
1,8,3,6,8,8,1,8,80,80,2.75,0,36,7275,6011,0,
2,1,3,6,8,8,2,1,80,80,2.75,0,36,7137,6011,0,
2,2,3,6,8,8,2,2,80,80,2.75,0,36,7157,6011,0,
2,3,3,6,8,8,2,3,80,80,2.75,0,36,7177,6011,0,
2,4,3,6,8,8,2,4,80,80,2.75,0,36,7197,6011,0,
2,5,3,6,8,8,2,5,80,80,2.75,0,36,7217,6011,0,
2,6,3,6,8,8,2,6,80,80,2.75,0,36,7237,6011,0,
2,7,3,6,8,8,2,7,80,80,2.75,0,36,7257,6011,0,
2,8,3,6,8,8,2,8,80,80,2.75,0,36,7277,6011,0,
3,1,3,6,8,8,3,1,80,80,2.75,0,36,7139,6011,0,
3,2,3,6,8,8,3,2,80,80,2.75,0,36,7159,6011,0,
3,3,3,6,8,8,3,3,80,80,2.75,0,36,7179,6011,0,
3,4,3,6,8,8,3,4,80,80,2.75,0,36,7199,6011,0,
3,5,3,6,8,8,3,5,80,80,2.75,0,36,7219,6011,0,
3,6,3,6,8,8,3,6,80,80,2.75,0,36,7239,6011,0,
3,7,3,6,8,8,3,7,80,80,2.75,0,36,7259,6011,0,
3,8,3,6,8,8,3,8,80,80,2.75,0,36,7279,6011,0,
4,1,3,6,8,8,4,1,80,80,2.75,0,36,7141,6011,0,
4,2,3,6,8,8,4,2,80,80,2.75,0,36,7161,6011,0,
4,3,3,6,8,8,4,3,80,80,2.75,0,36,7181,6011,0,
4,4,3,6,8,8,4,4,80,80,2.75,0,36,7201,6011,0,
4,5,3,6,8,8,4,5,80,80,2.75,0,36,7221,6011,0,
4,6,3,6,8,8,4,6,80,80,2.75,0,36,7241,6011,0,
4,7,3,6,8,8,4,7,80,80,2.75,0,36,7261,6011,0,
4,8,3,6,8,8,4,8,80,80,2.75,0,36,7281,6011,0,
5,1,3,6,8,8,5,1,80,80,2.75,0,36,7138,6011,0,
5,2,3,6,8,8,5,2,80,80,2.75,0,36,7158,6011,0,
5,3,3,6,8,8,5,3,80,80,2.75,0,36,7178,6011,0,
5,4,3,6,8,8,5,4,80,80,2.75,0,36,7198,6011,0,
5,5,3,6,8,8,5,5,80,80,2.75,0,36,7218,6011,0,
5,6,3,6,8,8,5,6,80,80,2.75,0,36,7238,6011,0,
5,7,3,6,8,8,5,7,80,80,2.75,0,36,7258,6011,0,
5,8,3,6,8,8,5,8,80,80,2.75,0,36,7278,6011,0,
6,1,3,6,8,8,6,1,76,76,2.342,0,36,6678,3664,0,
6,2,3,6,8,8,6,2,76,76,2.342,0,36,6696,3664,0,
6,3,3,6,8,8,6,3,76,76,2.342,0,36,6714,3664,0,
6,4,3,6,8,8,6,4,76,76,2.342,0,36,6732,3664,0,
6,5,3,6,8,8,6,5,76,76,2.342,0,36,6750,3664,0,
6,6,3,6,8,8,6,6,76,76,2.342,0,36,6768,3664,0,
6,7,3,6,8,8,6,7,76,76,2.342,0,36,6786,3664,0,
6,8,3,6,8,8,6,8,76,76,2.342,0,36,6804,3664,0,
7,1,3,6,8,8,7,1,76,76,2.342,0,36,6679,3664,0,
7,2,3,6,8,8,7,2,76,76,2.342,0,36,6697,3664,0,
7,3,3,6,8,8,7,3,76,76,2.342,0,36,6715,3664,0,
7,4,3,6,8,8,7,4,76,76,2.342,0,36,6733,3664,0,
7,5,3,6,8,8,7,5,76,76,2.342,0,36,6751,3664,0,
7,6,3,6,8,8,7,6,76,76,2.342,0,36,6769,3664,0,
7,7,3,6,8,8,7,7,76,76,2.342,0,36,6787,3664,0,
7,8,3,6,8,8,7,8,76,76,2.342,0,36,6805,3664,0,
8,1,3,6,8,8,8,1,76,76,2.342,0,36,6680,3664,0,
8,2,3,6,8,8,8,2,76,76,2.342,0,36,6698,3664,0,
8,3,3,6,8,8,8,3,76,76,2.342,0,36,6716,3664,0,
