x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,w_width,w_frac_width,w_row,w_col,w_row_depth,w_col_depth,loc,
7,1,2,4,8,8,7,1,3,2,8,8,156,
7,1,2,4,8,8,8,1,3,2,8,8,156,
7,1,2,4,8,8,1,1,4,2,8,8,187,
7,1,2,4,8,8,2,1,4,2,8,8,187,
7,1,2,4,8,8,3,1,4,2,8,8,187,
7,1,2,4,8,8,4,1,4,2,8,8,187,
7,1,2,4,8,8,5,1,4,2,8,8,187,
7,1,2,4,8,8,6,1,4,2,8,8,187,
7,1,2,4,8,8,7,1,4,2,8,8,187,
7,1,2,4,8,8,8,1,4,2,8,8,187,
8,1,2,4,8,8,1,1,1,2,8,8,94,
8,1,2,4,8,8,2,1,1,2,8,8,94,
8,1,2,4,8,8,3,1,1,2,8,8,94,
8,1,2,4,8,8,4,1,1,2,8,8,94,
8,1,2,4,8,8,5,1,1,2,8,8,94,
8,1,2,4,8,8,6,1,1,2,8,8,94,
8,1,2,4,8,8,7,1,1,2,8,8,94,
8,1,2,4,8,8,8,1,1,2,8,8,94,
8,1,2,4,8,8,1,1,2,2,8,8,125,
8,1,2,4,8,8,2,1,2,2,8,8,125,
8,1,2,4,8,8,3,1,2,2,8,8,125,
8,1,2,4,8,8,4,1,2,2,8,8,125,
8,1,2,4,8,8,5,1,2,2,8,8,125,
8,1,2,4,8,8,6,1,2,2,8,8,125,
8,1,2,4,8,8,7,1,2,2,8,8,125,
8,1,2,4,8,8,8,1,2,2,8,8,125,
8,1,2,4,8,8,1,1,3,2,8,8,156,
8,1,2,4,8,8,2,1,3,2,8,8,156,
8,1,2,4,8,8,3,1,3,2,8,8,156,
8,1,2,4,8,8,4,1,3,2,8,8,156,
8,1,2,4,8,8,5,1,3,2,8,8,156,
8,1,2,4,8,8,6,1,3,2,8,8,156,
8,1,2,4,8,8,7,1,3,2,8,8,156,
8,1,2,4,8,8,8,1,3,2,8,8,156,
8,1,2,4,8,8,1,1,4,2,8,8,187,
8,1,2,4,8,8,2,1,4,2,8,8,187,
8,1,2,4,8,8,3,1,4,2,8,8,187,
8,1,2,4,8,8,4,1,4,2,8,8,187,
8,1,2,4,8,8,5,1,4,2,8,8,187,
8,1,2,4,8,8,6,1,4,2,8,8,187,
8,1,2,4,8,8,7,1,4,2,8,8,187,
8,1,2,4,8,8,8,1,4,2,8,8,187,
1,1,3,1,8,8,1,1,1,3,8,8,61,
1,1,3,1,8,8,2,1,1,3,8,8,61,
1,1,3,1,8,8,3,1,1,3,8,8,61,
1,1,3,1,8,8,4,1,1,3,8,8,61,
1,1,3,1,8,8,5,1,1,3,8,8,61,
1,1,3,1,8,8,6,1,1,3,8,8,61,
1,1,3,1,8,8,7,1,1,3,8,8,61,
1,1,3,1,8,8,8,1,1,3,8,8,61,
1,1,3,1,8,8,1,1,2,3,8,8,74,
1,1,3,1,8,8,2,1,2,3,8,8,74,
1,1,3,1,8,8,3,1,2,3,8,8,74,
1,1,3,1,8,8,4,1,2,3,8,8,74,
1,1,3,1,8,8,5,1,2,3,8,8,74,
1,1,3,1,8,8,6,1,2,3,8,8,74,
1,1,3,1,8,8,7,1,2,3,8,8,74,
1,1,3,1,8,8,8,1,2,3,8,8,74,
1,1,3,1,8,8,1,1,3,3,8,8,87,
1,1,3,1,8,8,2,1,3,3,8,8,87,
1,1,3,1,8,8,3,1,3,3,8,8,87,
1,1,3,1,8,8,4,1,3,3,8,8,87,
1,1,3,1,8,8,5,1,3,3,8,8,87,
1,1,3,1,8,8,6,1,3,3,8,8,87,
1,1,3,1,8,8,7,1,3,3,8,8,87,
1,1,3,1,8,8,8,1,3,3,8,8,87,
1,1,3,1,8,8,1,1,4,3,8,8,100,
1,1,3,1,8,8,2,1,4,3,8,8,100,
1,1,3,1,8,8,3,1,4,3,8,8,100,
1,1,3,1,8,8,4,1,4,3,8,8,100,
1,1,3,1,8,8,5,1,4,3,8,8,100,
1,1,3,1,8,8,6,1,4,3,8,8,100,
1,1,3,1,8,8,7,1,4,3,8,8,100,
1,1,3,1,8,8,8,1,4,3,8,8,100,
2,1,3,1,8,8,1,1,1,3,8,8,61,
2,1,3,1,8,8,2,1,1,3,8,8,61,
2,1,3,1,8,8,3,1,1,3,8,8,61,
2,1,3,1,8,8,4,1,1,3,8,8,61,
2,1,3,1,8,8,5,1,1,3,8,8,61,
2,1,3,1,8,8,6,1,1,3,8,8,61,
2,1,3,1,8,8,7,1,1,3,8,8,61,
2,1,3,1,8,8,8,1,1,3,8,8,61,
2,1,3,1,8,8,1,1,2,3,8,8,74,
2,1,3,1,8,8,2,1,2,3,8,8,74,
2,1,3,1,8,8,3,1,2,3,8,8,74,
2,1,3,1,8,8,4,1,2,3,8,8,74,
2,1,3,1,8,8,5,1,2,3,8,8,74,
2,1,3,1,8,8,6,1,2,3,8,8,74,
2,1,3,1,8,8,7,1,2,3,8,8,74,
2,1,3,1,8,8,8,1,2,3,8,8,74,
2,1,3,1,8,8,1,1,3,3,8,8,87,
2,1,3,1,8,8,2,1,3,3,8,8,87,
2,1,3,1,8,8,3,1,3,3,8,8,87,
2,1,3,1,8,8,4,1,3,3,8,8,87,
2,1,3,1,8,8,5,1,3,3,8,8,87,
2,1,3,1,8,8,6,1,3,3,8,8,87,
2,1,3,1,8,8,7,1,3,3,8,8,87,
2,1,3,1,8,8,8,1,3,3,8,8,87,
2,1,3,1,8,8,1,1,4,3,8,8,100,
2,1,3,1,8,8,2,1,4,3,8,8,100,
2,1,3,1,8,8,3,1,4,3,8,8,100,
2,1,3,1,8,8,4,1,4,3,8,8,100,
2,1,3,1,8,8,5,1,4,3,8,8,100,
2,1,3,1,8,8,6,1,4,3,8,8,100,
2,1,3,1,8,8,7,1,4,3,8,8,100,
2,1,3,1,8,8,8,1,4,3,8,8,100,
3,1,3,1,8,8,1,1,1,3,8,8,61,
3,1,3,1,8,8,2,1,1,3,8,8,61,
3,1,3,1,8,8,3,1,1,3,8,8,61,
3,1,3,1,8,8,4,1,1,3,8,8,61,
3,1,3,1,8,8,5,1,1,3,8,8,61,
3,1,3,1,8,8,6,1,1,3,8,8,61,
3,1,3,1,8,8,7,1,1,3,8,8,61,
3,1,3,1,8,8,8,1,1,3,8,8,61,
3,1,3,1,8,8,1,1,2,3,8,8,74,
3,1,3,1,8,8,2,1,2,3,8,8,74,
3,1,3,1,8,8,3,1,2,3,8,8,74,
3,1,3,1,8,8,4,1,2,3,8,8,74,
3,1,3,1,8,8,5,1,2,3,8,8,74,
3,1,3,1,8,8,6,1,2,3,8,8,74,
3,1,3,1,8,8,7,1,2,3,8,8,74,
3,1,3,1,8,8,8,1,2,3,8,8,74,
3,1,3,1,8,8,1,1,3,3,8,8,87,
3,1,3,1,8,8,2,1,3,3,8,8,87,
3,1,3,1,8,8,3,1,3,3,8,8,87,
3,1,3,1,8,8,4,1,3,3,8,8,87,
3,1,3,1,8,8,5,1,3,3,8,8,87,
3,1,3,1,8,8,6,1,3,3,8,8,87,
3,1,3,1,8,8,7,1,3,3,8,8,87,
3,1,3,1,8,8,8,1,3,3,8,8,87,
3,1,3,1,8,8,1,1,4,3,8,8,100,
3,1,3,1,8,8,2,1,4,3,8,8,100,
3,1,3,1,8,8,3,1,4,3,8,8,100,
3,1,3,1,8,8,4,1,4,3,8,8,100,
3,1,3,1,8,8,5,1,4,3,8,8,100,
3,1,3,1,8,8,6,1,4,3,8,8,100,
3,1,3,1,8,8,7,1,4,3,8,8,100,
3,1,3,1,8,8,8,1,4,3,8,8,100,
4,1,3,1,8,8,1,1,1,3,8,8,61,
4,1,3,1,8,8,2,1,1,3,8,8,61,
4,1,3,1,8,8,3,1,1,3,8,8,61,
4,1,3,1,8,8,4,1,1,3,8,8,61,
4,1,3,1,8,8,5,1,1,3,8,8,61,
4,1,3,1,8,8,6,1,1,3,8,8,61,
4,1,3,1,8,8,7,1,1,3,8,8,61,
4,1,3,1,8,8,8,1,1,3,8,8,61,
4,1,3,1,8,8,1,1,2,3,8,8,74,
4,1,3,1,8,8,2,1,2,3,8,8,74,
4,1,3,1,8,8,3,1,2,3,8,8,74,
4,1,3,1,8,8,4,1,2,3,8,8,74,
4,1,3,1,8,8,5,1,2,3,8,8,74,
4,1,3,1,8,8,6,1,2,3,8,8,74,
4,1,3,1,8,8,7,1,2,3,8,8,74,
4,1,3,1,8,8,8,1,2,3,8,8,74,
4,1,3,1,8,8,1,1,3,3,8,8,87,
4,1,3,1,8,8,2,1,3,3,8,8,87,
4,1,3,1,8,8,3,1,3,3,8,8,87,
4,1,3,1,8,8,4,1,3,3,8,8,87,
4,1,3,1,8,8,5,1,3,3,8,8,87,
4,1,3,1,8,8,6,1,3,3,8,8,87,
4,1,3,1,8,8,7,1,3,3,8,8,87,
4,1,3,1,8,8,8,1,3,3,8,8,87,
4,1,3,1,8,8,1,1,4,3,8,8,100,
4,1,3,1,8,8,2,1,4,3,8,8,100,
4,1,3,1,8,8,3,1,4,3,8,8,100,
4,1,3,1,8,8,4,1,4,3,8,8,100,
4,1,3,1,8,8,5,1,4,3,8,8,100,
4,1,3,1,8,8,6,1,4,3,8,8,100,
4,1,3,1,8,8,7,1,4,3,8,8,100,
4,1,3,1,8,8,8,1,4,3,8,8,100,
5,1,3,1,8,8,1,1,1,3,8,8,61,
5,1,3,1,8,8,2,1,1,3,8,8,61,
5,1,3,1,8,8,3,1,1,3,8,8,61,
5,1,3,1,8,8,4,1,1,3,8,8,61,
5,1,3,1,8,8,5,1,1,3,8,8,61,
5,1,3,1,8,8,6,1,1,3,8,8,61,
5,1,3,1,8,8,7,1,1,3,8,8,61,
5,1,3,1,8,8,8,1,1,3,8,8,61,
5,1,3,1,8,8,1,1,2,3,8,8,74,
5,1,3,1,8,8,2,1,2,3,8,8,74,
5,1,3,1,8,8,3,1,2,3,8,8,74,
5,1,3,1,8,8,4,1,2,3,8,8,74,
5,1,3,1,8,8,5,1,2,3,8,8,74,
5,1,3,1,8,8,6,1,2,3,8,8,74,
5,1,3,1,8,8,7,1,2,3,8,8,74,
5,1,3,1,8,8,8,1,2,3,8,8,74,
5,1,3,1,8,8,1,1,3,3,8,8,87,
5,1,3,1,8,8,2,1,3,3,8,8,87,
5,1,3,1,8,8,3,1,3,3,8,8,87,
5,1,3,1,8,8,4,1,3,3,8,8,87,
5,1,3,1,8,8,5,1,3,3,8,8,87,
5,1,3,1,8,8,6,1,3,3,8,8,87,
5,1,3,1,8,8,7,1,3,3,8,8,87,
5,1,3,1,8,8,8,1,3,3,8,8,87,
5,1,3,1,8,8,1,1,4,3,8,8,100,
5,1,3,1,8,8,2,1,4,3,8,8,100,
5,1,3,1,8,8,3,1,4,3,8,8,100,
5,1,3,1,8,8,4,1,4,3,8,8,100,
5,1,3,1,8,8,5,1,4,3,8,8,100,
5,1,3,1,8,8,6,1,4,3,8,8,100,
5,1,3,1,8,8,7,1,4,3,8,8,100,
5,1,3,1,8,8,8,1,4,3,8,8,100,
6,1,3,1,8,8,1,1,1,3,8,8,61,
6,1,3,1,8,8,2,1,1,3,8,8,61,
6,1,3,1,8,8,3,1,1,3,8,8,61,
6,1,3,1,8,8,4,1,1,3,8,8,61,
6,1,3,1,8,8,5,1,1,3,8,8,61,
6,1,3,1,8,8,6,1,1,3,8,8,61,
6,1,3,1,8,8,7,1,1,3,8,8,61,
6,1,3,1,8,8,8,1,1,3,8,8,61,
6,1,3,1,8,8,1,1,2,3,8,8,74,
6,1,3,1,8,8,2,1,2,3,8,8,74,
6,1,3,1,8,8,3,1,2,3,8,8,74,
6,1,3,1,8,8,4,1,2,3,8,8,74,
6,1,3,1,8,8,5,1,2,3,8,8,74,
6,1,3,1,8,8,6,1,2,3,8,8,74,
6,1,3,1,8,8,7,1,2,3,8,8,74,
6,1,3,1,8,8,8,1,2,3,8,8,74,
6,1,3,1,8,8,1,1,3,3,8,8,87,
6,1,3,1,8,8,2,1,3,3,8,8,87,
6,1,3,1,8,8,3,1,3,3,8,8,87,
6,1,3,1,8,8,4,1,3,3,8,8,87,
6,1,3,1,8,8,5,1,3,3,8,8,87,
6,1,3,1,8,8,6,1,3,3,8,8,87,
6,1,3,1,8,8,7,1,3,3,8,8,87,
6,1,3,1,8,8,8,1,3,3,8,8,87,
6,1,3,1,8,8,1,1,4,3,8,8,100,
6,1,3,1,8,8,2,1,4,3,8,8,100,
6,1,3,1,8,8,3,1,4,3,8,8,100,
6,1,3,1,8,8,4,1,4,3,8,8,100,
6,1,3,1,8,8,5,1,4,3,8,8,100,
6,1,3,1,8,8,6,1,4,3,8,8,100,
6,1,3,1,8,8,7,1,4,3,8,8,100,
6,1,3,1,8,8,8,1,4,3,8,8,100,
7,1,3,1,8,8,1,1,1,3,8,8,61,
7,1,3,1,8,8,2,1,1,3,8,8,61,
7,1,3,1,8,8,3,1,1,3,8,8,61,
7,1,3,1,8,8,4,1,1,3,8,8,61,
7,1,3,1,8,8,5,1,1,3,8,8,61,
7,1,3,1,8,8,6,1,1,3,8,8,61,
7,1,3,1,8,8,7,1,1,3,8,8,61,
7,1,3,1,8,8,8,1,1,3,8,8,61,
7,1,3,1,8,8,1,1,2,3,8,8,74,
7,1,3,1,8,8,2,1,2,3,8,8,74,
7,1,3,1,8,8,3,1,2,3,8,8,74,
7,1,3,1,8,8,4,1,2,3,8,8,74,
7,1,3,1,8,8,5,1,2,3,8,8,74,
7,1,3,1,8,8,6,1,2,3,8,8,74,
7,1,3,1,8,8,7,1,2,3,8,8,74,
7,1,3,1,8,8,8,1,2,3,8,8,74,
7,1,3,1,8,8,1,1,3,3,8,8,87,
7,1,3,1,8,8,2,1,3,3,8,8,87,
7,1,3,1,8,8,3,1,3,3,8,8,87,
7,1,3,1,8,8,4,1,3,3,8,8,87,
7,1,3,1,8,8,5,1,3,3,8,8,87,
7,1,3,1,8,8,6,1,3,3,8,8,87,
7,1,3,1,8,8,7,1,3,3,8,8,87,
7,1,3,1,8,8,8,1,3,3,8,8,87,
7,1,3,1,8,8,1,1,4,3,8,8,100,
7,1,3,1,8,8,2,1,4,3,8,8,100,
7,1,3,1,8,8,3,1,4,3,8,8,100,
7,1,3,1,8,8,4,1,4,3,8,8,100,
7,1,3,1,8,8,5,1,4,3,8,8,100,
7,1,3,1,8,8,6,1,4,3,8,8,100,
7,1,3,1,8,8,7,1,4,3,8,8,100,
7,1,3,1,8,8,8,1,4,3,8,8,100,
8,1,3,1,8,8,1,1,1,3,8,8,61,
8,1,3,1,8,8,2,1,1,3,8,8,61,
8,1,3,1,8,8,3,1,1,3,8,8,61,
8,1,3,1,8,8,4,1,1,3,8,8,61,
8,1,3,1,8,8,5,1,1,3,8,8,61,
8,1,3,1,8,8,6,1,1,3,8,8,61,
8,1,3,1,8,8,7,1,1,3,8,8,61,
8,1,3,1,8,8,8,1,1,3,8,8,61,
8,1,3,1,8,8,1,1,2,3,8,8,74,
8,1,3,1,8,8,2,1,2,3,8,8,74,
8,1,3,1,8,8,3,1,2,3,8,8,74,
8,1,3,1,8,8,4,1,2,3,8,8,74,
8,1,3,1,8,8,5,1,2,3,8,8,74,
8,1,3,1,8,8,6,1,2,3,8,8,74,
8,1,3,1,8,8,7,1,2,3,8,8,74,
8,1,3,1,8,8,8,1,2,3,8,8,74,
8,1,3,1,8,8,1,1,3,3,8,8,87,
8,1,3,1,8,8,2,1,3,3,8,8,87,
8,1,3,1,8,8,3,1,3,3,8,8,87,
8,1,3,1,8,8,4,1,3,3,8,8,87,
8,1,3,1,8,8,5,1,3,3,8,8,87,
8,1,3,1,8,8,6,1,3,3,8,8,87,
8,1,3,1,8,8,7,1,3,3,8,8,87,
8,1,3,1,8,8,8,1,3,3,8,8,87,
8,1,3,1,8,8,1,1,4,3,8,8,100,
8,1,3,1,8,8,2,1,4,3,8,8,100,
8,1,3,1,8,8,3,1,4,3,8,8,100,
8,1,3,1,8,8,4,1,4,3,8,8,100,
8,1,3,1,8,8,5,1,4,3,8,8,100,
8,1,3,1,8,8,6,1,4,3,8,8,100,
8,1,3,1,8,8,7,1,4,3,8,8,100,
8,1,3,1,8,8,8,1,4,3,8,8,100,
1,1,3,2,8,8,1,1,1,3,8,8,79,
1,1,3,2,8,8,2,1,1,3,8,8,79,
1,1,3,2,8,8,3,1,1,3,8,8,79,
1,1,3,2,8,8,4,1,1,3,8,8,79,
1,1,3,2,8,8,5,1,1,3,8,8,79,
1,1,3,2,8,8,6,1,1,3,8,8,79,
1,1,3,2,8,8,7,1,1,3,8,8,79,
1,1,3,2,8,8,8,1,1,3,8,8,79,
1,1,3,2,8,8,1,1,2,3,8,8,101,
1,1,3,2,8,8,2,1,2,3,8,8,101,
1,1,3,2,8,8,3,1,2,3,8,8,101,
1,1,3,2,8,8,4,1,2,3,8,8,101,
1,1,3,2,8,8,5,1,2,3,8,8,101,
1,1,3,2,8,8,6,1,2,3,8,8,101,
1,1,3,2,8,8,7,1,2,3,8,8,101,
1,1,3,2,8,8,8,1,2,3,8,8,101,
1,1,3,2,8,8,1,1,3,3,8,8,123,
1,1,3,2,8,8,2,1,3,3,8,8,123,
1,1,3,2,8,8,3,1,3,3,8,8,123,
1,1,3,2,8,8,4,1,3,3,8,8,123,
1,1,3,2,8,8,5,1,3,3,8,8,123,
1,1,3,2,8,8,6,1,3,3,8,8,123,
1,1,3,2,8,8,7,1,3,3,8,8,123,
1,1,3,2,8,8,8,1,3,3,8,8,123,
1,1,3,2,8,8,1,1,4,3,8,8,145,
1,1,3,2,8,8,2,1,4,3,8,8,145,
1,1,3,2,8,8,3,1,4,3,8,8,145,
1,1,3,2,8,8,4,1,4,3,8,8,145,
1,1,3,2,8,8,5,1,4,3,8,8,145,
1,1,3,2,8,8,6,1,4,3,8,8,145,
1,1,3,2,8,8,7,1,4,3,8,8,145,
1,1,3,2,8,8,8,1,4,3,8,8,145,
2,1,3,2,8,8,1,1,1,3,8,8,79,
2,1,3,2,8,8,2,1,1,3,8,8,79,
2,1,3,2,8,8,3,1,1,3,8,8,79,
2,1,3,2,8,8,4,1,1,3,8,8,79,
2,1,3,2,8,8,5,1,1,3,8,8,79,
2,1,3,2,8,8,6,1,1,3,8,8,79,
2,1,3,2,8,8,7,1,1,3,8,8,79,
2,1,3,2,8,8,8,1,1,3,8,8,79,
2,1,3,2,8,8,1,1,2,3,8,8,101,
2,1,3,2,8,8,2,1,2,3,8,8,101,
2,1,3,2,8,8,3,1,2,3,8,8,101,
2,1,3,2,8,8,4,1,2,3,8,8,101,
2,1,3,2,8,8,5,1,2,3,8,8,101,
2,1,3,2,8,8,6,1,2,3,8,8,101,
2,1,3,2,8,8,7,1,2,3,8,8,101,
2,1,3,2,8,8,8,1,2,3,8,8,101,
2,1,3,2,8,8,1,1,3,3,8,8,123,
2,1,3,2,8,8,2,1,3,3,8,8,123,
2,1,3,2,8,8,3,1,3,3,8,8,123,
2,1,3,2,8,8,4,1,3,3,8,8,123,
2,1,3,2,8,8,5,1,3,3,8,8,123,
2,1,3,2,8,8,6,1,3,3,8,8,123,
2,1,3,2,8,8,7,1,3,3,8,8,123,
2,1,3,2,8,8,8,1,3,3,8,8,123,
2,1,3,2,8,8,1,1,4,3,8,8,145,
2,1,3,2,8,8,2,1,4,3,8,8,145,
2,1,3,2,8,8,3,1,4,3,8,8,145,
2,1,3,2,8,8,4,1,4,3,8,8,145,
2,1,3,2,8,8,5,1,4,3,8,8,145,
2,1,3,2,8,8,6,1,4,3,8,8,145,
2,1,3,2,8,8,7,1,4,3,8,8,145,
2,1,3,2,8,8,8,1,4,3,8,8,145,
3,1,3,2,8,8,1,1,1,3,8,8,79,
3,1,3,2,8,8,2,1,1,3,8,8,79,
3,1,3,2,8,8,3,1,1,3,8,8,79,
3,1,3,2,8,8,4,1,1,3,8,8,79,
3,1,3,2,8,8,5,1,1,3,8,8,79,
3,1,3,2,8,8,6,1,1,3,8,8,79,
3,1,3,2,8,8,7,1,1,3,8,8,79,
3,1,3,2,8,8,8,1,1,3,8,8,79,
3,1,3,2,8,8,1,1,2,3,8,8,101,
3,1,3,2,8,8,2,1,2,3,8,8,101,
3,1,3,2,8,8,3,1,2,3,8,8,101,
3,1,3,2,8,8,4,1,2,3,8,8,101,
3,1,3,2,8,8,5,1,2,3,8,8,101,
3,1,3,2,8,8,6,1,2,3,8,8,101,
3,1,3,2,8,8,7,1,2,3,8,8,101,
3,1,3,2,8,8,8,1,2,3,8,8,101,
3,1,3,2,8,8,1,1,3,3,8,8,123,
3,1,3,2,8,8,2,1,3,3,8,8,123,
3,1,3,2,8,8,3,1,3,3,8,8,123,
3,1,3,2,8,8,4,1,3,3,8,8,123,
3,1,3,2,8,8,5,1,3,3,8,8,123,
3,1,3,2,8,8,6,1,3,3,8,8,123,
3,1,3,2,8,8,7,1,3,3,8,8,123,
3,1,3,2,8,8,8,1,3,3,8,8,123,
3,1,3,2,8,8,1,1,4,3,8,8,145,
3,1,3,2,8,8,2,1,4,3,8,8,145,
3,1,3,2,8,8,3,1,4,3,8,8,145,
3,1,3,2,8,8,4,1,4,3,8,8,145,
3,1,3,2,8,8,5,1,4,3,8,8,145,
3,1,3,2,8,8,6,1,4,3,8,8,145,
3,1,3,2,8,8,7,1,4,3,8,8,145,
3,1,3,2,8,8,8,1,4,3,8,8,145,
4,1,3,2,8,8,1,1,1,3,8,8,79,
4,1,3,2,8,8,2,1,1,3,8,8,79,
4,1,3,2,8,8,3,1,1,3,8,8,79,
4,1,3,2,8,8,4,1,1,3,8,8,79,
4,1,3,2,8,8,5,1,1,3,8,8,79,
4,1,3,2,8,8,6,1,1,3,8,8,79,
4,1,3,2,8,8,7,1,1,3,8,8,79,
4,1,3,2,8,8,8,1,1,3,8,8,79,
4,1,3,2,8,8,1,1,2,3,8,8,101,
4,1,3,2,8,8,2,1,2,3,8,8,101,
4,1,3,2,8,8,3,1,2,3,8,8,101,
4,1,3,2,8,8,4,1,2,3,8,8,101,
4,1,3,2,8,8,5,1,2,3,8,8,101,
4,1,3,2,8,8,6,1,2,3,8,8,101,
4,1,3,2,8,8,7,1,2,3,8,8,101,
4,1,3,2,8,8,8,1,2,3,8,8,101,
4,1,3,2,8,8,1,1,3,3,8,8,123,
4,1,3,2,8,8,2,1,3,3,8,8,123,
4,1,3,2,8,8,3,1,3,3,8,8,123,
4,1,3,2,8,8,4,1,3,3,8,8,123,
4,1,3,2,8,8,5,1,3,3,8,8,123,
4,1,3,2,8,8,6,1,3,3,8,8,123,
4,1,3,2,8,8,7,1,3,3,8,8,123,
4,1,3,2,8,8,8,1,3,3,8,8,123,
4,1,3,2,8,8,1,1,4,3,8,8,145,
4,1,3,2,8,8,2,1,4,3,8,8,145,
4,1,3,2,8,8,3,1,4,3,8,8,145,
4,1,3,2,8,8,4,1,4,3,8,8,145,
4,1,3,2,8,8,5,1,4,3,8,8,145,
4,1,3,2,8,8,6,1,4,3,8,8,145,
4,1,3,2,8,8,7,1,4,3,8,8,145,
4,1,3,2,8,8,8,1,4,3,8,8,145,
5,1,3,2,8,8,1,1,1,3,8,8,79,
5,1,3,2,8,8,2,1,1,3,8,8,79,
5,1,3,2,8,8,3,1,1,3,8,8,79,
5,1,3,2,8,8,4,1,1,3,8,8,79,
5,1,3,2,8,8,5,1,1,3,8,8,79,
5,1,3,2,8,8,6,1,1,3,8,8,79,
5,1,3,2,8,8,7,1,1,3,8,8,79,
5,1,3,2,8,8,8,1,1,3,8,8,79,
5,1,3,2,8,8,1,1,2,3,8,8,101,
5,1,3,2,8,8,2,1,2,3,8,8,101,
5,1,3,2,8,8,3,1,2,3,8,8,101,
5,1,3,2,8,8,4,1,2,3,8,8,101,
5,1,3,2,8,8,5,1,2,3,8,8,101,
5,1,3,2,8,8,6,1,2,3,8,8,101,
5,1,3,2,8,8,7,1,2,3,8,8,101,
5,1,3,2,8,8,8,1,2,3,8,8,101,
5,1,3,2,8,8,1,1,3,3,8,8,123,
5,1,3,2,8,8,2,1,3,3,8,8,123,
5,1,3,2,8,8,3,1,3,3,8,8,123,
5,1,3,2,8,8,4,1,3,3,8,8,123,
5,1,3,2,8,8,5,1,3,3,8,8,123,
5,1,3,2,8,8,6,1,3,3,8,8,123,
5,1,3,2,8,8,7,1,3,3,8,8,123,
5,1,3,2,8,8,8,1,3,3,8,8,123,
5,1,3,2,8,8,1,1,4,3,8,8,145,
5,1,3,2,8,8,2,1,4,3,8,8,145,
5,1,3,2,8,8,3,1,4,3,8,8,145,
5,1,3,2,8,8,4,1,4,3,8,8,145,
5,1,3,2,8,8,5,1,4,3,8,8,145,
5,1,3,2,8,8,6,1,4,3,8,8,145,
5,1,3,2,8,8,7,1,4,3,8,8,145,
5,1,3,2,8,8,8,1,4,3,8,8,145,
6,1,3,2,8,8,1,1,1,3,8,8,79,
6,1,3,2,8,8,2,1,1,3,8,8,79,
6,1,3,2,8,8,3,1,1,3,8,8,79,
6,1,3,2,8,8,4,1,1,3,8,8,79,
6,1,3,2,8,8,5,1,1,3,8,8,79,
6,1,3,2,8,8,6,1,1,3,8,8,79,
6,1,3,2,8,8,7,1,1,3,8,8,79,
6,1,3,2,8,8,8,1,1,3,8,8,79,
6,1,3,2,8,8,1,1,2,3,8,8,101,
6,1,3,2,8,8,2,1,2,3,8,8,101,
6,1,3,2,8,8,3,1,2,3,8,8,101,
6,1,3,2,8,8,4,1,2,3,8,8,101,
6,1,3,2,8,8,5,1,2,3,8,8,101,
6,1,3,2,8,8,6,1,2,3,8,8,101,
6,1,3,2,8,8,7,1,2,3,8,8,101,
6,1,3,2,8,8,8,1,2,3,8,8,101,
6,1,3,2,8,8,1,1,3,3,8,8,123,
6,1,3,2,8,8,2,1,3,3,8,8,123,
6,1,3,2,8,8,3,1,3,3,8,8,123,
6,1,3,2,8,8,4,1,3,3,8,8,123,
6,1,3,2,8,8,5,1,3,3,8,8,123,
6,1,3,2,8,8,6,1,3,3,8,8,123,
6,1,3,2,8,8,7,1,3,3,8,8,123,
6,1,3,2,8,8,8,1,3,3,8,8,123,
6,1,3,2,8,8,1,1,4,3,8,8,145,
6,1,3,2,8,8,2,1,4,3,8,8,145,
6,1,3,2,8,8,3,1,4,3,8,8,145,
6,1,3,2,8,8,4,1,4,3,8,8,145,
6,1,3,2,8,8,5,1,4,3,8,8,145,
6,1,3,2,8,8,6,1,4,3,8,8,145,
6,1,3,2,8,8,7,1,4,3,8,8,145,
6,1,3,2,8,8,8,1,4,3,8,8,145,
7,1,3,2,8,8,1,1,1,3,8,8,79,
7,1,3,2,8,8,2,1,1,3,8,8,79,
7,1,3,2,8,8,3,1,1,3,8,8,79,
7,1,3,2,8,8,4,1,1,3,8,8,79,
7,1,3,2,8,8,5,1,1,3,8,8,79,
7,1,3,2,8,8,6,1,1,3,8,8,79,
7,1,3,2,8,8,7,1,1,3,8,8,79,
7,1,3,2,8,8,8,1,1,3,8,8,79,
7,1,3,2,8,8,1,1,2,3,8,8,101,
7,1,3,2,8,8,2,1,2,3,8,8,101,
7,1,3,2,8,8,3,1,2,3,8,8,101,
7,1,3,2,8,8,4,1,2,3,8,8,101,
7,1,3,2,8,8,5,1,2,3,8,8,101,
7,1,3,2,8,8,6,1,2,3,8,8,101,
7,1,3,2,8,8,7,1,2,3,8,8,101,
7,1,3,2,8,8,8,1,2,3,8,8,101,
7,1,3,2,8,8,1,1,3,3,8,8,123,
7,1,3,2,8,8,2,1,3,3,8,8,123,
7,1,3,2,8,8,3,1,3,3,8,8,123,
7,1,3,2,8,8,4,1,3,3,8,8,123,
7,1,3,2,8,8,5,1,3,3,8,8,123,
7,1,3,2,8,8,6,1,3,3,8,8,123,
7,1,3,2,8,8,7,1,3,3,8,8,123,
7,1,3,2,8,8,8,1,3,3,8,8,123,
7,1,3,2,8,8,1,1,4,3,8,8,145,
