x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,latency_min,latency_max,clock_period,bram,dsp,ff,lut,uram,
6,1,7,5,8,8,100,100,3.392,0,40,14517,17278,0,
7,1,7,5,8,8,102,102,3.392,0,40,16024,18876,0,
8,1,7,5,8,8,103,103,3.392,0,40,17782,20786,0,
1,1,7,6,8,8,76,76,2.873,0,0,2333,9620,0,
2,1,7,6,8,8,77,77,2.81,0,0,3669,11136,0,
3,1,7,6,8,8,88,88,2.873,0,0,8245,14593,0,
4,1,7,6,8,8,97,97,3.392,0,42,12838,16969,0,
5,1,7,6,8,8,99,99,3.392,0,42,14646,19368,0,
6,1,7,6,8,8,100,100,3.392,0,48,17319,20582,0,
7,1,7,6,8,8,102,102,3.392,0,48,18702,22572,0,
8,1,7,6,8,8,103,103,3.392,0,48,21041,24635,0,
1,1,7,7,8,8,76,76,2.873,0,0,2623,11083,0,
2,1,7,7,8,8,77,77,2.81,0,0,4131,12829,0,
3,1,7,7,8,8,88,88,2.873,0,0,9962,17111,0,
4,1,7,7,8,8,97,97,3.392,0,49,14731,19588,0,
5,1,7,7,8,8,99,99,3.392,0,49,17035,22486,0,
6,1,7,7,8,8,100,100,3.392,0,56,19736,23978,0,
7,1,7,7,8,8,102,102,3.392,0,56,21571,26077,0,
8,1,7,7,8,8,103,103,3.392,0,56,24300,28484,0,
1,1,7,8,8,8,76,76,2.873,0,0,2913,12546,0,
2,1,7,8,8,8,77,77,2.81,0,0,4593,14522,0,
3,1,7,8,8,8,88,88,2.873,0,0,11167,19371,0,
4,1,7,8,8,8,97,97,3.392,0,56,16624,22207,0,
5,1,7,8,8,8,99,99,3.392,0,56,20253,26015,0,
6,1,7,8,8,8,100,100,3.392,0,64,22343,27183,0,
7,1,7,8,8,8,102,102,3.392,0,64,24440,29582,0,
8,1,7,8,8,8,103,103,3.392,0,64,26452,32027,0,
1,1,8,1,8,8,76,76,2.873,0,0,619,2189,0,
2,1,8,1,8,8,77,77,2.741,0,0,831,2424,0,
3,1,8,1,8,8,88,88,2.873,0,0,1778,3117,0,
4,1,8,1,8,8,160,160,3.392,0,8,2341,3523,0,
5,1,8,1,8,8,162,162,3.392,0,8,2814,3898,0,
6,1,8,1,8,8,163,163,3.392,0,8,3256,4158,0,
7,1,8,1,8,8,165,165,3.392,0,8,3554,4620,0,
8,1,8,1,8,8,166,166,3.392,0,8,4006,5009,0,
1,1,8,2,8,8,76,76,2.873,0,0,935,3681,0,
2,1,8,2,8,8,77,77,2.796,0,0,1373,4173,0,
3,1,8,2,8,8,88,88,2.873,0,0,3241,5550,0,
4,1,8,2,8,8,161,161,3.392,0,16,4013,4572,0,
5,1,8,2,8,8,163,163,3.392,0,16,4935,5445,0,
6,1,8,2,8,8,164,164,3.392,0,16,5682,5887,0,
7,1,8,2,8,8,166,166,3.392,0,16,6409,6500,0,
8,1,8,2,8,8,167,167,3.392,0,16,7278,7264,0,
1,1,8,3,8,8,76,76,2.873,0,0,1295,5197,0,
2,1,8,3,8,8,77,77,2.818,0,0,1993,5957,0,
3,1,8,3,8,8,88,88,2.873,0,0,4849,8056,0,
4,1,8,3,8,8,161,161,3.392,0,24,6202,7326,0,
5,1,8,3,8,8,163,163,3.392,0,24,7141,8460,0,
6,1,8,3,8,8,164,164,3.392,0,24,8938,9472,0,
7,1,8,3,8,8,166,166,3.392,0,24,9963,10431,0,
8,1,8,3,8,8,167,167,3.392,0,24,11266,11585,0,
1,1,8,4,8,8,76,76,2.873,0,0,1579,6673,0,
2,1,8,4,8,8,77,77,2.818,0,0,2459,7666,0,
3,1,8,4,8,8,88,88,2.873,0,0,6155,10414,0,
4,1,8,4,8,8,161,161,3.392,0,32,7720,8415,0,
5,1,8,4,8,8,163,163,3.392,0,32,9567,10049,0,
6,1,8,4,8,8,164,164,3.392,0,32,11062,10934,0,
7,1,8,4,8,8,166,166,3.392,0,32,12508,12287,0,
8,1,8,4,8,8,167,167,3.392,0,32,14245,13816,0,
1,1,8,5,8,8,76,76,2.873,0,0,2017,8224,0,
2,1,8,5,8,8,77,77,2.81,0,0,3227,9523,0,
3,1,8,5,8,8,88,88,2.873,0,0,7461,12772,0,
4,1,8,5,8,8,161,161,3.392,0,40,10215,11330,0,
5,1,8,5,8,8,163,163,3.392,0,40,11773,13064,0,
6,1,8,5,8,8,164,164,3.392,0,40,13710,14210,0,
7,1,8,5,8,8,166,166,3.392,0,40,16681,16518,0,
8,1,8,5,8,8,167,167,3.392,0,40,17646,18118,0,
1,1,8,6,8,8,76,76,2.873,0,0,2301,9700,0,
2,1,8,6,8,8,77,77,2.81,0,0,3693,11232,0,
3,1,8,6,8,8,88,88,2.873,0,0,9375,15439,0,
4,1,8,6,8,8,161,161,3.392,0,48,11733,12419,0,
5,1,8,6,8,8,163,163,3.392,0,48,13591,14344,0,
6,1,8,6,8,8,164,164,3.392,0,48,17053,16281,0,
7,1,8,6,8,8,166,166,3.392,0,48,18011,18055,0,
8,1,8,6,8,8,167,167,3.392,0,48,20616,20349,0,
1,1,8,7,8,8,76,76,2.873,0,0,2585,11176,0,
2,1,8,7,8,8,77,77,2.81,0,0,4159,12941,0,
3,1,8,7,8,8,88,88,2.873,0,0,10681,17797,0,
4,1,8,7,8,8,161,161,3.392,0,56,13620,15025,0,
5,1,8,7,8,8,163,163,3.392,0,56,17016,17968,0,
6,1,8,7,8,8,164,164,3.392,0,56,18487,19238,0,
7,1,8,7,8,8,166,166,3.392,0,56,20965,21677,0,
8,1,8,7,8,8,167,167,3.392,0,56,24005,24361,0,
1,1,8,8,8,8,76,76,2.873,0,0,2869,12652,0,
2,1,8,8,8,8,77,77,2.81,0,0,4625,14650,0,
3,1,8,8,8,8,88,88,2.873,0,0,11987,20155,0,
4,1,8,8,8,8,161,161,3.392,0,64,15138,16114,0,
5,1,8,8,8,8,163,163,3.392,0,64,17621,18929,0,
6,1,8,8,8,8,164,164,3.392,0,64,20611,20700,0,
7,1,8,8,8,8,166,166,3.392,0,64,23510,23533,0,
8,1,8,8,8,8,167,167,3.392,0,64,26984,26592,0,
