x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,latency_min,latency_max,clock_period,bram,dsp,ff,lut,uram,
8,1,7,5,8,8,86,86,2.868,0,105,47925,39321,0,
1,1,7,6,8,8,66,66,1.428,0,0,10,91,0,
2,1,7,6,8,8,86,86,2.66,0,126,24559,20155,0,
3,1,7,6,8,8,86,86,2.699,0,126,46651,38509,0,
4,1,7,6,8,8,86,86,2.871,0,126,55303,44977,0,
5,1,7,6,8,8,86,86,2.87,0,126,57487,47371,0,
6,1,7,6,8,8,87,87,2.66,0,126,52281,44053,0,
7,1,7,6,8,8,86,86,2.869,0,126,57487,46951,0,
8,1,7,6,8,8,86,86,2.868,0,126,57487,47161,0,
1,1,7,7,8,8,66,66,1.428,0,0,10,91,0,
2,1,7,7,8,8,86,86,2.66,0,147,28633,23494,0,
3,1,7,7,8,8,86,86,2.699,0,147,54407,44907,0,
4,1,7,7,8,8,86,86,2.871,0,147,64501,52453,0,
5,1,7,7,8,8,86,86,2.87,0,147,67049,55246,0,
6,1,7,7,8,8,87,87,2.66,0,147,60975,51375,0,
7,1,7,7,8,8,86,86,2.869,0,147,67049,54756,0,
8,1,7,7,8,8,86,86,2.868,0,147,67049,55001,0,
1,1,7,8,8,8,66,66,1.428,0,0,10,91,0,
2,1,7,8,8,8,86,86,2.66,0,168,32707,26833,0,
3,1,7,8,8,8,86,86,2.699,0,168,62163,51305,0,
4,1,7,8,8,8,86,86,2.871,0,168,73699,59929,0,
5,1,7,8,8,8,86,86,2.87,0,168,76611,63121,0,
6,1,7,8,8,8,87,87,2.66,0,168,69669,58697,0,
7,1,7,8,8,8,86,86,2.869,0,168,76611,62561,0,
8,1,7,8,8,8,86,86,2.868,0,168,76611,62841,0,
1,1,8,1,8,8,66,66,1.428,0,0,10,91,0,
2,1,8,1,8,8,86,86,2.66,0,24,4771,3937,0,
3,1,8,1,8,8,86,86,2.699,0,24,8979,7433,0,
4,1,8,1,8,8,86,86,2.871,0,24,10627,8665,0,
5,1,8,1,8,8,86,86,2.87,0,24,11043,9121,0,
6,1,8,1,8,8,87,87,2.66,0,24,10053,8489,0,
7,1,8,1,8,8,86,86,2.869,0,24,11043,9041,0,
8,1,8,1,8,8,86,86,2.868,0,24,11043,9081,0,
1,1,8,2,8,8,66,66,1.428,0,0,10,91,0,
2,1,8,2,8,8,86,86,2.66,0,48,9427,7753,0,
3,1,8,2,8,8,86,86,2.699,0,48,17843,14745,0,
4,1,8,2,8,8,86,86,2.871,0,48,21139,17209,0,
5,1,8,2,8,8,86,86,2.87,0,48,21971,18121,0,
6,1,8,2,8,8,87,87,2.66,0,48,19989,16857,0,
7,1,8,2,8,8,86,86,2.869,0,48,21971,17961,0,
8,1,8,2,8,8,86,86,2.868,0,48,21971,18041,0,
1,1,8,3,8,8,66,66,1.428,0,0,10,91,0,
2,1,8,3,8,8,86,86,2.66,0,72,14083,11569,0,
3,1,8,3,8,8,86,86,2.699,0,72,26707,22057,0,
4,1,8,3,8,8,86,86,2.871,0,72,31651,25753,0,
5,1,8,3,8,8,86,86,2.87,0,72,32899,27121,0,
6,1,8,3,8,8,87,87,2.66,0,72,29925,25225,0,
7,1,8,3,8,8,86,86,2.869,0,72,32899,26881,0,
8,1,8,3,8,8,86,86,2.868,0,72,32899,27001,0,
1,1,8,4,8,8,66,66,1.428,0,0,10,91,0,
2,1,8,4,8,8,86,86,2.66,0,96,18739,15385,0,
3,1,8,4,8,8,86,86,2.699,0,96,35571,29369,0,
4,1,8,4,8,8,86,86,2.871,0,96,42163,34297,0,
5,1,8,4,8,8,86,86,2.87,0,96,43827,36121,0,
6,1,8,4,8,8,87,87,2.66,0,96,39861,33593,0,
7,1,8,4,8,8,86,86,2.869,0,96,43827,35801,0,
8,1,8,4,8,8,86,86,2.868,0,96,43827,35961,0,
1,1,8,5,8,8,66,66,1.428,0,0,10,91,0,
2,1,8,5,8,8,86,86,2.66,0,120,23395,19201,0,
3,1,8,5,8,8,86,86,2.699,0,120,44435,36681,0,
4,1,8,5,8,8,86,86,2.871,0,120,52675,42841,0,
5,1,8,5,8,8,86,86,2.87,0,120,54755,45121,0,
6,1,8,5,8,8,87,87,2.66,0,120,49797,41961,0,
7,1,8,5,8,8,86,86,2.869,0,120,54755,44721,0,
8,1,8,5,8,8,86,86,2.868,0,120,54755,44921,0,
1,1,8,6,8,8,66,66,1.428,0,0,10,91,0,
2,1,8,6,8,8,86,86,2.66,0,144,28051,23017,0,
3,1,8,6,8,8,86,86,2.699,0,144,53299,43993,0,
4,1,8,6,8,8,86,86,2.871,0,144,63187,51385,0,
5,1,8,6,8,8,86,86,2.87,0,144,65683,54121,0,
6,1,8,6,8,8,87,87,2.66,0,144,59733,50329,0,
7,1,8,6,8,8,86,86,2.869,0,144,65683,53641,0,
8,1,8,6,8,8,86,86,2.868,0,144,65683,53881,0,
1,1,8,7,8,8,66,66,1.428,0,0,10,91,0,
2,1,8,7,8,8,86,86,2.66,0,168,32707,26833,0,
3,1,8,7,8,8,86,86,2.699,0,168,62163,51305,0,
4,1,8,7,8,8,86,86,2.871,0,168,73699,59929,0,
5,1,8,7,8,8,86,86,2.87,0,168,76611,63121,0,
6,1,8,7,8,8,87,87,2.66,0,168,69669,58697,0,
7,1,8,7,8,8,86,86,2.869,0,168,76611,62561,0,
8,1,8,7,8,8,86,86,2.868,0,168,76611,62841,0,
1,1,8,8,8,8,66,66,1.428,0,0,10,91,0,
2,1,8,8,8,8,86,86,2.66,0,192,37363,30649,0,
3,1,8,8,8,8,86,86,2.699,0,192,71027,58617,0,
4,1,8,8,8,8,86,86,2.871,0,192,84211,68473,0,
5,1,8,8,8,8,86,86,2.87,0,192,87539,72121,0,
6,1,8,8,8,8,87,87,2.66,0,192,79605,67065,0,
7,1,8,8,8,8,86,86,2.869,0,192,87539,71481,0,
8,1,8,8,8,8,86,86,2.868,0,192,87539,71801,0,
